online_order,book_table,rate,location,rest_type,cuisines,type,cost_per_person
Yes,No,3.6,Basavanagudi,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.6,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",Delivery,125.0
Yes,No,3.6,Banashankari,Quick Bites,"South Indian, Street Food",Delivery,75.0
Yes,Yes,4.0,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Delivery,600.0
Yes,No,3.7,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",Delivery,200.0
Yes,No,4.1,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",Delivery,250.0
Yes,No,3.700448817952718,Kumaraswamy Layout,Casual Dining,Biryani,Delivery,200.0
Yes,No,4.0,Banashankari,Cafe,"Cafe, Italian, Continental",Delivery,350.0
Yes,No,2.6,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",Delivery,200.0
Yes,No,3.4,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",Delivery,200.0
Yes,No,3.9,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",Delivery,400.0
Yes,No,2.8,Banashankari,Casual Dining,"Pizza, Italian, Salad",Delivery,400.0
Yes,No,3.9,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",Delivery,150.0
Yes,No,3.8,Banashankari,Quick Bites,"Fast Food, Chinese",Delivery,100.0
Yes,No,4.0,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",Delivery,300.0
Yes,Yes,4.2,Jayanagar,Casual Dining,"North Indian, Chinese",Delivery,450.0
Yes,Yes,4.0,Banashankari,Casual Dining,"North Indian, Chinese",Delivery,400.0
Yes,No,3.5,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",Delivery,200.0
Yes,No,3.0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,150.0
Yes,No,3.7,Jayanagar,Quick Bites,Fast Food,Delivery,100.0
Yes,No,3.6,Basavanagudi,Quick Bites,"Juices, Fast Food",Delivery,75.0
Yes,No,3.1,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",Delivery,125.0
Yes,No,3.9,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",Delivery,200.0
Yes,No,3.9,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",Delivery,150.0
Yes,No,3.6,Jayanagar,Quick Bites,Biryani,Delivery,100.0
Yes,No,3.4,Banashankari,Quick Bites,"North Indian, Chinese",Delivery,125.0
Yes,No,3.8,Banashankari,Quick Bites,Fast Food,Delivery,75.0
Yes,No,3.6,Banashankari,Casual Dining,"North Indian, Chinese",Delivery,300.0
Yes,No,3.8,Basavanagudi,Dessert Parlor,"Desserts, Momos",Delivery,100.0
Yes,No,3.5,Jayanagar,Quick Bites,Fast Food,Delivery,100.0
Yes,No,3.8,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",Delivery,325.0
Yes,No,3.2,Banashankari,Sweet Shop,"Mithai, Street Food",Delivery,50.0
Yes,No,3.7,Jayanagar,Quick Bites,South Indian,Delivery,50.0
Yes,No,3.8,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",Delivery,300.0
Yes,No,4.1,Jayanagar,Cafe,"Cafe, Italian, Pizza",Delivery,325.0
Yes,No,4.1,Jayanagar,Beverage Shop,"Beverages, Tea",Delivery,50.0
Yes,No,3.8,Banashankari,Cafe,"Chinese, Cafe, Italian",Delivery,350.0
Yes,No,3.4,Basavanagudi,Bar,"North Indian, Seafood, Chinese",Delivery,400.0
Yes,No,3.7,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",Delivery,350.0
Yes,No,4.0,Jayanagar,Quick Bites,"South Indian, Fast Food",Delivery,175.0
Yes,No,3.1,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",Delivery,100.0
Yes,No,3.5,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",Delivery,100.0
Yes,No,3.8,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",Delivery,150.0
Yes,No,3.7,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",Delivery,150.0
Yes,No,3.0,Basavanagudi,Quick Bites,"South Indian, Burger",Delivery,100.0
Yes,No,3.8,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",Delivery,100.0
Yes,No,3.7,Basavanagudi,Cafe,"Cafe, Beverages",Delivery,300.0
Yes,No,3.6,Basavanagudi,Kiosk,"Beverages, Desserts",Delivery,50.0
Yes,No,3.2,Banashankari,Casual Dining,"North Indian, Chinese",Delivery,200.0
Yes,No,3.7,Banashankari,Quick Bites,"Biryani, Fast Food",Delivery,200.0
Yes,No,3.4,Basavanagudi,Cafe,"Cafe, Fast Food",Delivery,200.0
Yes,No,3.6,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",Delivery,300.0
Yes,No,3.6,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",Delivery,125.0
Yes,No,3.0,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",Delivery,200.0
Yes,No,3.7,Mysore Road,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.5,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",Delivery,200.0
Yes,No,3.6,Jayanagar,Quick Bites,"Seafood, Mangalorean",Delivery,150.0
Yes,No,4.1,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",Delivery,400.0
Yes,No,3.5,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",Delivery,150.0
Yes,No,3.7,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",Delivery,200.0
Yes,Yes,3.7,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",Delivery,325.0
Yes,No,3.8,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",Delivery,200.0
Yes,No,2.7,Banashankari,Quick Bites,Fast Food,Delivery,100.0
Yes,No,3.6,Kumaraswamy Layout,Casual Dining,North Indian,Delivery,350.0
Yes,No,3.2,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",Delivery,150.0
Yes,No,3.8,Banashankari,Quick Bites,"Biryani, Fast Food",Delivery,200.0
Yes,No,3.7,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",Delivery,200.0
Yes,No,3.700448817952718,Banashankari,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.6,Basavanagudi,Quick Bites,Fast Food,Delivery,100.0
Yes,No,3.1,Banashankari,Takeaway,"Rolls, Lebanese",Delivery,125.0
Yes,No,3.0,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",Delivery,250.0
Yes,No,3.4,Jayanagar,Beverage Shop,Beverages,Delivery,50.0
Yes,No,3.0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",Delivery,125.0
Yes,No,2.9,Banashankari,Quick Bites,North Indian,Delivery,250.0
Yes,No,3.9,Basavanagudi,Quick Bites,South Indian,Delivery,75.0
Yes,Yes,4.1,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",Delivery,600.0
Yes,No,3.5,Basavanagudi,Quick Bites,"Biryani, Fast Food",Delivery,200.0
Yes,No,3.4,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",Delivery,75.0
Yes,No,3.6,Basavanagudi,Quick Bites,South Indian,Delivery,50.0
Yes,No,3.5,Basavanagudi,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.8,Banashankari,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.8,Banashankari,Quick Bites,"North Indian, Chinese",Delivery,150.0
Yes,No,3.7,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",Delivery,150.0
Yes,No,3.8,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",Delivery,175.0
Yes,No,3.7,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",Delivery,100.0
Yes,No,3.3,Basavanagudi,Quick Bites,Rolls,Delivery,50.0
Yes,No,3.4,Basavanagudi,Quick Bites,"Fast Food, Street Food",Delivery,75.0
Yes,No,3.5,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",Delivery,150.0
Yes,No,3.3,Basavanagudi,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.4,Basavanagudi,Quick Bites,"Fast Food, Rolls",Delivery,150.0
Yes,No,3.8,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",Delivery,125.0
Yes,No,3.7,Kumaraswamy Layout,Casual Dining,North Indian,Delivery,350.0
Yes,No,2.9,Jayanagar,Sweet Shop,Mithai,Delivery,125.0
Yes,No,3.4,Banashankari,Quick Bites,"South Indian, North Indian",Delivery,100.0
Yes,No,3.6,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",Delivery,150.0
Yes,No,4.0,Jayanagar,Quick Bites,"South Indian, Chinese",Delivery,200.0
Yes,No,3.9,Jayanagar,Casual Dining,Chinese,Delivery,350.0
Yes,Yes,4.1,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",Delivery,600.0
Yes,No,3.7,Basavanagudi,Quick Bites,Street Food,Delivery,100.0
Yes,No,3.9,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",Delivery,400.0
Yes,No,3.9,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",Delivery,250.0
Yes,No,4.0,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",Delivery,100.0
Yes,No,3.6,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",Delivery,400.0
Yes,No,3.7,Basavanagudi,Cafe,"Cafe, Italian, Beverages",Delivery,300.0
Yes,Yes,4.0,Jayanagar,Casual Dining,"North Indian, Continental",Delivery,450.0
Yes,No,3.2,Kumaraswamy Layout,Quick Bites,North Indian,Delivery,200.0
Yes,No,3.5,Banashankari,Quick Bites,"Tibetan, Momos",Delivery,125.0
Yes,No,4.0,Basavanagudi,Bakery,"Bakery, French, Desserts",Delivery,150.0
Yes,No,3.9,Jayanagar,Sweet Shop,"Mithai, Street Food",Delivery,200.0
Yes,No,3.5,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",Delivery,175.0
Yes,No,3.5,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",Delivery,300.0
Yes,No,3.8,Basavanagudi,Quick Bites,Juices,Delivery,50.0
Yes,No,3.7,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",Delivery,225.0
Yes,No,3.8,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,200.0
Yes,No,4.1,Basavanagudi,Quick Bites,Street Food,Delivery,50.0
Yes,No,4.1,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,Delivery,75.0
Yes,No,3.7,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",Delivery,100.0
Yes,No,3.0,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",Delivery,200.0
Yes,No,3.2,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",Delivery,125.0
Yes,No,3.8,Banashankari,Quick Bites,South Indian,Delivery,50.0
Yes,No,4.0,Basavanagudi,Cafe,"Cafe, Italian",Delivery,300.0
Yes,No,3.7,Banashankari,Quick Bites,"North Indian, Street Food",Delivery,100.0
Yes,No,3.1,Banashankari,Quick Bites,"Fast Food, Burger",Delivery,250.0
Yes,No,3.0,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",Delivery,200.0
Yes,No,3.7,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",Delivery,375.0
Yes,No,3.7,Kumaraswamy Layout,Quick Bites,South Indian,Delivery,50.0
Yes,No,3.700448817952718,Jayanagar,"Takeaway, Delivery",North Indian,Delivery,150.0
Yes,No,3.3,Basavanagudi,Quick Bites,"Healthy Food, South Indian",Delivery,75.0
Yes,No,3.3,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",Delivery,75.0
Yes,No,3.8,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",Delivery,100.0
Yes,No,3.4,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",Delivery,125.0
Yes,No,3.5,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",Delivery,200.0
Yes,No,3.700448817952718,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",Delivery,200.0
Yes,No,3.5,Kumaraswamy Layout,Quick Bites,North Indian,Delivery,200.0
Yes,No,3.2,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",Delivery,100.0
Yes,No,3.1,Banashankari,Delivery,North Indian,Delivery,175.0
Yes,No,3.700448817952718,Uttarahalli,Quick Bites,Mughlai,Delivery,150.0
Yes,No,3.6,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",Delivery,250.0
Yes,No,3.700448817952718,Kumaraswamy Layout,"Takeaway, Delivery",Bakery,Delivery,150.0
Yes,No,3.4,Jayanagar,Quick Bites,"Fast Food, Sandwich",Delivery,150.0
Yes,No,3.700448817952718,Jayanagar,Bakery,Bakery,Delivery,75.0
Yes,No,3.9,Jayanagar,Casual Dining,"North Indian, South Indian",Delivery,300.0
Yes,No,3.7,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",Delivery,150.0
Yes,No,2.8,City Market,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",Delivery,99.5
Yes,No,3.3,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",Delivery,400.0
Yes,No,3.5,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",Delivery,125.0
Yes,No,3.4,Basavanagudi,Casual Dining,"North Indian, Fast Food",Delivery,250.0
Yes,No,3.700448817952718,Mysore Road,"Dessert Parlor, Quick Bites","Sandwich, Rolls, South Indian, Ice Cream",Delivery,125.0
Yes,No,3.6,Basavanagudi,Quick Bites,"Chinese, Fast Food",Delivery,150.0
Yes,No,3.700448817952718,Banashankari,Quick Bites,"Sandwich, Beverages",Delivery,100.0
Yes,No,3.700448817952718,Basavanagudi,Quick Bites,Pizza,Delivery,150.0
Yes,No,3.3,Banashankari,Quick Bites,"South Indian, North Indian",Delivery,250.0
Yes,No,3.4,Banashankari,Quick Bites,South Indian,Delivery,50.0
Yes,No,3.700448817952718,Basavanagudi,Quick Bites,"Pizza, Beverages, Ice Cream",Delivery,100.0
Yes,Yes,4.1,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",Delivery,400.0
Yes,Yes,4.2,Jayanagar,Casual Dining,"North Indian, South Indian",Delivery,500.0
Yes,No,3.700448817952718,Basavanagudi,Quick Bites,North Indian,Delivery,50.0
Yes,No,3.700448817952718,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian",Delivery,75.0
Yes,Yes,4.2,Banashankari,Cafe,"Cafe, Italian, Continental",Delivery,300.0
Yes,No,4.0,Basavanagudi,Casual Dining,"North Indian, Chinese",Delivery,375.0
Yes,No,3.9,Basavanagudi,Quick Bites,Chinese,Delivery,100.0
Yes,No,3.700448817952718,Banashankari,Quick Bites,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",Delivery,150.0
Yes,Yes,3.5,Jayanagar,Casual Dining,North Indian,Delivery,400.0
Yes,Yes,4.2,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",Delivery,400.0
Yes,No,3.4,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza",Delivery,100.0
Yes,No,4.2,Jayanagar,Casual Dining,North Indian,Delivery,400.0
Yes,No,3.3,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",Delivery,100.0
Yes,No,3.8,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Delivery,225.0
Yes,No,3.7,Basavanagudi,Quick Bites,Fast Food,Delivery,100.0
Yes,Yes,4.1,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",Delivery,500.0
Yes,No,3.700448817952718,Jayanagar,Quick Bites,"Fast Food, Mithai",Delivery,100.0
Yes,No,3.9,Basavanagudi,Cafe,Cafe,Delivery,350.0
Yes,No,3.8,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",Delivery,400.0
Yes,No,4.0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Delivery,300.0
Yes,Yes,4.1,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",Delivery,750.0
Yes,No,3.3,Banashankari,Quick Bites,"North Indian, Chinese",Delivery,150.0
Yes,No,3.6,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",Delivery,150.0
Yes,No,3.4,Banashankari,Quick Bites,South Indian,Delivery,100.0
Yes,No,4.3,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,100.0
Yes,No,3.8,Jayanagar,Quick Bites,"North Indian, Biryani",Delivery,200.0
Yes,No,4.2,Jayanagar,Cafe,"Cafe, Continental, Beverages",Delivery,350.0
Yes,No,4.0,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",Delivery,150.0
Yes,No,4.1,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",Delivery,275.0
Yes,No,3.700448817952718,Kumaraswamy Layout,Quick Bites,"North Indian, Biryani, Mughlai",Delivery,250.0
Yes,No,3.8,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",Delivery,150.0
Yes,No,3.9,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",Delivery,375.0
Yes,No,3.1,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",Delivery,200.0
Yes,No,3.9,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",Delivery,250.0
Yes,Yes,4.2,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",Delivery,250.0
No,No,3.700448817952718,Basavanagudi,Quick Bites,Fast Food,Delivery,100.0
Yes,No,3.2,Banashankari,Delivery,"Tea, Beverages",Delivery,100.0
Yes,No,3.8,Basavanagudi,Casual Dining,North Indian,Delivery,250.0
No,No,4.3,Banashankari,Dessert Parlor,"Ice Cream, Desserts",Desserts,200.0
No,No,4.4,Banashankari,Sweet Shop,Mithai,Desserts,75.0
Yes,No,3.7,Banashankari,Dessert Parlor,"Desserts, Beverages",Desserts,200.0
Yes,No,3.9,Banashankari,Dessert Parlor,Ice Cream,Desserts,75.0
No,No,3.7,Banashankari,"Bakery, Dessert Parlor",Bakery,Desserts,75.0
No,No,3.8,Banashankari,Dessert Parlor,Bakery,Desserts,200.0
Yes,No,4.0,Banashankari,Sweet Shop,"Mithai, Street Food",Desserts,200.0
No,No,3.8,Banashankari,Bakery,"Bakery, Desserts",Desserts,150.0
Yes,No,3.9,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",Desserts,200.0
Yes,No,3.8,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",Desserts,400.0
No,No,3.7,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",Desserts,200.0
Yes,No,3.9,Banashankari,Dessert Parlor,Desserts,Desserts,150.0
Yes,No,3.8,Banashankari,Cafe,"Chinese, Cafe, Italian",Desserts,350.0
No,No,3.8,Banashankari,"Beverage Shop, Dessert Parlor","Juices, Desserts",Desserts,75.0
Yes,No,4.3,Banashankari,Dessert Parlor,"Desserts, Ice Cream",Desserts,250.0
No,No,3.5,Banashankari,Sweet Shop,"Mithai, Street Food",Desserts,100.0
No,No,4.0,Banashankari,Bakery,"Bakery, Desserts",Desserts,150.0
Yes,No,3.2,Banashankari,Sweet Shop,"Mithai, Street Food",Desserts,50.0
Yes,No,3.7,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",Desserts,200.0
No,No,3.5,Banashankari,Dessert Parlor,Desserts,Desserts,250.0
No,No,3.2,Banashankari,Dessert Parlor,Ice Cream,Desserts,150.0
No,No,3.6,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",Desserts,150.0
No,No,3.8,Banashankari,Quick Bites,"Fast Food, Bakery",Desserts,125.0
Yes,No,3.6,Banashankari,Bakery,"Bakery, Desserts",Desserts,175.0
No,No,3.8,Banashankari,"Takeaway, Delivery",Bakery,Desserts,200.0
No,No,3.2,Banashankari,Cafe,"Cafe, Bakery",Desserts,300.0
No,No,3.5,Banashankari,Bakery,"Bakery, Desserts",Desserts,150.0
No,No,3.4,Banashankari,Dessert Parlor,"Ice Cream, Desserts",Desserts,75.0
No,No,3.4,Banashankari,Bakery,"Bakery, Desserts",Desserts,200.0
No,No,3.700448817952718,Banashankari,Dessert Parlor,Mithai,Desserts,75.0
No,No,3.700448817952718,Banashankari,Bakery,Bakery,Desserts,150.0
No,No,2.9,Banashankari,Dessert Parlor,"Ice Cream, Desserts",Desserts,100.0
No,No,3.700448817952718,Banashankari,Bakery,Bakery,Desserts,150.0
No,No,3.2,Banashankari,Dessert Parlor,"Desserts, Ice Cream",Desserts,75.0
No,No,3.700448817952718,Banashankari,Delivery,"Bakery, Desserts",Desserts,250.0
No,No,3.700448817952718,Banashankari,Sweet Shop,Mithai,Desserts,150.0
No,No,3.700448817952718,Banashankari,Confectionery,Desserts,Desserts,100.0
Yes,No,3.700448817952718,Banashankari,Quick Bites,"Sandwich, Beverages",Desserts,100.0
Yes,No,3.9,Banashankari,Delivery,"Bakery, Desserts",Desserts,250.0
Yes,No,3.9,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",Desserts,200.0
No,No,3.700448817952718,Banashankari,Dessert Parlor,Ice Cream,Desserts,50.0
No,No,4.0,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese",Desserts,200.0
No,No,3.7,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",Desserts,125.0
Yes,No,4.0,Basavanagudi,Cafe,"Cafe, Italian",Desserts,300.0
Yes,No,4.0,Basavanagudi,Bakery,"Bakery, French, Desserts",Desserts,150.0
No,No,3.6,Basavanagudi,"Bakery, Quick Bites","Bakery, Street Food",Desserts,75.0
No,No,3.6,Basavanagudi,Bakery,"Bakery, Desserts",Desserts,125.0
Yes,No,3.8,Basavanagudi,Bakery,Bakery,Desserts,200.0
No,No,3.6,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food",Desserts,100.0
No,No,3.700448817952718,Basavanagudi,Bakery,"Bakery, Desserts",Desserts,150.0
Yes,No,3.3,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",Desserts,150.0
Yes,No,3.3,Basavanagudi,Dessert Parlor,Desserts,Desserts,125.0
Yes,No,4.0,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",Desserts,125.0
Yes,No,2.7,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Desserts,200.0
No,No,3.700448817952718,JP Nagar,Dessert Parlor,Ice Cream,Desserts,100.0
Yes,No,3.7,Basavanagudi,Sweet Shop,"Mithai, Desserts",Desserts,125.0
No,No,3.5,Basavanagudi,"Bakery, Quick Bites",Bakery,Desserts,200.0
No,No,3.700448817952718,Jayanagar,Takeaway,Desserts,Desserts,175.0
Yes,No,3.6,Basavanagudi,Dessert Parlor,Fast Food,Desserts,125.0
Yes,Yes,3.700448817952718,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea",Dine-out,250.0
Yes,No,3.9,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",Dine-out,375.0
Yes,Yes,4.0,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Dine-out,600.0
Yes,No,4.2,Banashankari,Quick Bites,North Indian,Dine-out,175.0
Yes,Yes,4.6,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",Dine-out,300.0
Yes,Yes,4.2,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",Dine-out,400.0
Yes,Yes,4.1,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",Dine-out,400.0
Yes,Yes,4.2,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",Dine-out,400.0
No,Yes,3.8,Banashankari,Lounge,Finger Food,Dine-out,650.0
No,No,4.1,Banashankari,Pub,"Continental, Italian, Mexican, North Indian, Chinese, Steak",Dine-out,600.0
Yes,No,4.0,Banashankari,Cafe,"Cafe, Italian, Continental",Dine-out,350.0
Yes,No,4.1,Banashankari,Casual Dining,"Chinese, North Indian, Thai",Dine-out,400.0
Yes,No,4.2,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",Dine-out,275.0
Yes,No,4.1,Banashankari,Cafe,Cafe,Dine-out,250.0
Yes,Yes,4.2,Banashankari,Cafe,"Cafe, Italian, Continental",Dine-out,300.0
Yes,Yes,4.2,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",Dine-out,250.0
